Lang;Source;Metric;Value
Rust;regexredux;HALSTEAD__N2;136
Rust;regexredux;HALSTEAD__Vocabulary;91
Rust;regexredux;HALSTEAD__Length;299
Rust;regexredux;HALSTEAD__Volume;1945.8305974194102
Rust;regexredux;HALSTEAD__Difficulty;20.4
Rust;regexredux;HALSTEAD__Level;0.04901960784313726
Rust;regexredux;HALSTEAD__Effort;39694.94418735596
Rust;regexredux;HALSTEAD__Programming time;2205.274677075331
Rust;regexredux;HALSTEAD__Bugs;0.38788430677563934
Rust;regexredux;HALSTEAD__Estimated program length;521.2884770645016
Rust;regexredux;HALSTEAD__Purity ratio;1.7434397226237512
Rust;regexredux;MI__Original;57.15766392288438
Rust;regexredux;MI__Sei;41.053693253235366
Rust;regexredux;MI__Visual Studio;33.425534457827126
Rust;revcomp;SLOC;182
Rust;revcomp;PLOC;127
Rust;revcomp;LLOC;64
Rust;revcomp;CLOC;38
Rust;revcomp;BLANK;17
Rust;revcomp;CC;45.0
Rust;revcomp;NARGS_SUM;17
Rust;revcomp;NARGS_AVG;1.7
Rust;revcomp;COGNITIVE_SUM;18
Rust;revcomp;COGNITIVE_AVG;1.8
Rust;revcomp;NEXITS;4
Rust;revcomp;NEXITS_AVG;0.4
Rust;revcomp;NOM__functions;8
Rust;revcomp;NOM__closures;2
Rust;revcomp;NOM__total;10
Rust;revcomp;HALSTEAD__n1;30
Rust;revcomp;HALSTEAD__n2;96
Rust;revcomp;HALSTEAD__N1;452
Rust;revcomp;HALSTEAD__N2;307
Rust;revcomp;HALSTEAD__Vocabulary;126
Rust;revcomp;HALSTEAD__Length;759
Rust;revcomp;HALSTEAD__Volume;5295.755461936436
Rust;revcomp;HALSTEAD__Difficulty;47.96875
Rust;revcomp;HALSTEAD__Level;0.020846905537459284
Rust;revcomp;HALSTEAD__Effort;254030.76981476342
Rust;revcomp;HALSTEAD__Programming time;14112.820545264634
Rust;revcomp;HALSTEAD__Bugs;1.3370150466930253
Rust;revcomp;HALSTEAD__Estimated program length;779.3631179374865
Rust;revcomp;HALSTEAD__Purity ratio;1.0268288773879928
Rust;revcomp;MI__Original;31.75685487264124
Rust;revcomp;MI__Sei;7.207856703514615
Rust;revcomp;MI__Visual Studio;18.571260159439323
Rust;spectralnorm;SLOC;93
Rust;spectralnorm;PLOC;60
Rust;spectralnorm;LLOC;27
Rust;spectralnorm;CLOC;19
Rust;spectralnorm;BLANK;14
Rust;spectralnorm;CC;15.0
Rust;spectralnorm;NARGS_SUM;33
Rust;spectralnorm;NARGS_AVG;2.75
Rust;spectralnorm;COGNITIVE_SUM;3
Rust;spectralnorm;COGNITIVE_AVG;0.25
Rust;spectralnorm;NEXITS;3
Rust;spectralnorm;NEXITS_AVG;0.25
Rust;spectralnorm;NOM__functions;7
Rust;spectralnorm;NOM__closures;5
Rust;spectralnorm;NOM__total;12
Rust;spectralnorm;HALSTEAD__n1;21
Rust;spectralnorm;HALSTEAD__n2;49
Rust;spectralnorm;HALSTEAD__N1;348
Rust;spectralnorm;HALSTEAD__N2;241
Rust;spectralnorm;HALSTEAD__Vocabulary;70
Rust;spectralnorm;HALSTEAD__Length;589
Rust;spectralnorm;HALSTEAD__Volume;3610.1476969805854
Rust;spectralnorm;HALSTEAD__Difficulty;51.642857142857146
Rust;spectralnorm;HALSTEAD__Level;0.01936376210235131
Rust;spectralnorm;HALSTEAD__Effort;186438.3417797831
Rust;spectralnorm;HALSTEAD__Programming time;10357.685654432395
Rust;spectralnorm;HALSTEAD__Bugs;1.0878497084026046
Rust;spectralnorm;HALSTEAD__Estimated program length;367.35944823999915
Rust;spectralnorm;HALSTEAD__Purity ratio;0.6237002516808136
Rust;spectralnorm;MI__Original;51.52606759925594
Rust;spectralnorm;MI__Sei;32.382541704237
Rust;spectralnorm;MI__Visual Studio;30.13220327441868
TypeScript;binarytrees;SLOC;58
TypeScript;binarytrees;PLOC;41
TypeScript;binarytrees;LLOC;24
TypeScript;binarytrees;CLOC;7
TypeScript;binarytrees;BLANK;10
TypeScript;binarytrees;CC;9.0
TypeScript;binarytrees;NARGS_SUM;3
TypeScript;binarytrees;NARGS_AVG;1
TypeScript;binarytrees;COGNITIVE_SUM;7
TypeScript;binarytrees;COGNITIVE_AVG;2.3333
TypeScript;binarytrees;NEXITS;4
TypeScript;binarytrees;NEXITS_AVG;1.3333333333333333
TypeScript;binarytrees;NOM__functions;3
TypeScript;binarytrees;NOM__closures;0
TypeScript;binarytrees;NOM__total;3
TypeScript;binarytrees;HALSTEAD__n1;21
TypeScript;binarytrees;HALSTEAD__n2;26
TypeScript;binarytrees;HALSTEAD__N1;115
TypeScript;binarytrees;HALSTEAD__N2;77
TypeScript;binarytrees;HALSTEAD__Vocabulary;47
TypeScript;binarytrees;HALSTEAD__Length;192
TypeScript;binarytrees;HALSTEAD__Volume;1066.4810595221065
TypeScript;binarytrees;HALSTEAD__Difficulty;31.096153846153847
TypeScript;binarytrees;HALSTEAD__Level;0.032158317872603585
TypeScript;binarytrees;HALSTEAD__Effort;33163.459100908585
TypeScript;binarytrees;HALSTEAD__Programming time;1842.4143944949215
TypeScript;binarytrees;HALSTEAD__Bugs;0.3440740826917404
TypeScript;binarytrees;HALSTEAD__Estimated program length;214.45009855002235
TypeScript;binarytrees;HALSTEAD__Purity ratio;1.1169275966146996
TypeScript;binarytrees;MI__Original;66.89580038208805
TypeScript;binarytrees;MI__Sei;47.35516817393005
TypeScript;binarytrees;MI__Visual Studio;39.12035110063629
TypeScript;fannkuchredux;SLOC;64
TypeScript;fannkuchredux;PLOC;46
TypeScript;fannkuchredux;LLOC;58
TypeScript;fannkuchredux;CLOC;7
TypeScript;fannkuchredux;BLANK;11
TypeScript;fannkuchredux;CC;14.0
TypeScript;fannkuchredux;NARGS_SUM;1
TypeScript;fannkuchredux;NARGS_AVG;1
TypeScript;fannkuchredux;COGNITIVE_SUM;28
TypeScript;fannkuchredux;COGNITIVE_AVG;28
TypeScript;fannkuchredux;NEXITS;2
TypeScript;fannkuchredux;NEXITS_AVG;2.0
TypeScript;fannkuchredux;NOM__functions;1
TypeScript;fannkuchredux;NOM__closures;0
TypeScript;fannkuchredux;NOM__total;1
TypeScript;fannkuchredux;HALSTEAD__n1;26
TypeScript;fannkuchredux;HALSTEAD__n2;27
TypeScript;fannkuchredux;HALSTEAD__N1;156
TypeScript;fannkuchredux;HALSTEAD__N2;146
TypeScript;fannkuchredux;HALSTEAD__Vocabulary;53
TypeScript;fannkuchredux;HALSTEAD__Length;302
TypeScript;fannkuchredux;HALSTEAD__Volume;1729.831977278086
TypeScript;fannkuchredux;HALSTEAD__Difficulty;70.29629629629629
TypeScript;fannkuchredux;HALSTEAD__Level;0.014225500526870391
TypeScript;fannkuchredux;HALSTEAD__Effort;121600.78121754841
TypeScript;fannkuchredux;HALSTEAD__Programming time;6755.598956530467
TypeScript;fannkuchredux;HALSTEAD__Bugs;0.8181563811397001
TypeScript;fannkuchredux;HALSTEAD__Estimated program length;250.59339523008202
TypeScript;fannkuchredux;HALSTEAD__Purity ratio;0.8297794544042452
TypeScript;fannkuchredux;MI__Original;61.63604033853822
TypeScript;fannkuchredux;MI__Sei;39.15787082613978
TypeScript;fannkuchredux;MI__Visual Studio;36.04446803423288
TypeScript;fasta;SLOC;128
TypeScript;fasta;PLOC;105
TypeScript;fasta;LLOC;65
TypeScript;fasta;CLOC;8
TypeScript;fasta;BLANK;15
TypeScript;fasta;CC;23.0
TypeScript;fasta;NARGS_SUM;8
TypeScript;fasta;NARGS_AVG;1.3333333
TypeScript;fasta;COGNITIVE_SUM;28
TypeScript;fasta;COGNITIVE_AVG;4.66666667
TypeScript;fasta;NEXITS;1
TypeScript;fasta;NEXITS_AVG;0.16666666666666666
TypeScript;fasta;NOM__functions;6
TypeScript;fasta;NOM__closures;0
TypeScript;fasta;NOM__total;6
TypeScript;fasta;HALSTEAD__n1;27
TypeScript;fasta;HALSTEAD__n2;82
TypeScript;fasta;HALSTEAD__N1;482
TypeScript;fasta;HALSTEAD__N2;302
TypeScript;fasta;HALSTEAD__Vocabulary;109
TypeScript;fasta;HALSTEAD__Length;784
TypeScript;fasta;HALSTEAD__Volume;5306.25651062511
TypeScript;fasta;HALSTEAD__Difficulty;49.71951219512195
TypeScript;fasta;HALSTEAD__Level;0.020112828059847928
TypeScript;fasta;HALSTEAD__Effort;263824.4852904704
TypeScript;fasta;HALSTEAD__Programming time;14656.915849470579
TypeScript;fasta;HALSTEAD__Bugs;1.3711621351267889
TypeScript;fasta;HALSTEAD__Estimated program length;649.7012269370965
TypeScript;fasta;HALSTEAD__Purity ratio;0.8287005445626231
TypeScript;fasta;MI__Original;42.508571963936674
TypeScript;fasta;MI__Sei;6.852322535981969
TypeScript;fasta;MI__Visual Studio;24.858814013998057
TypeScript;knucleotide;SLOC;78
TypeScript;knucleotide;PLOC;63
TypeScript;knucleotide;LLOC;42
TypeScript;knucleotide;CLOC;6
TypeScript;knucleotide;BLANK;9
TypeScript;knucleotide;CC;17.0
TypeScript;knucleotide;NARGS_SUM;9
TypeScript;knucleotide;NARGS_AVG;1
TypeScript;knucleotide;COGNITIVE_SUM;12
TypeScript;knucleotide;COGNITIVE_AVG;1.3333333
TypeScript;knucleotide;NEXITS;1
TypeScript;knucleotide;NEXITS_AVG;0.1111111111111111
TypeScript;knucleotide;NOM__functions;5
TypeScript;knucleotide;NOM__closures;4
TypeScript;knucleotide;NOM__total;9
TypeScript;knucleotide;HALSTEAD__n1;28
TypeScript;knucleotide;HALSTEAD__n2;51
TypeScript;knucleotide;HALSTEAD__N1;200
TypeScript;knucleotide;HALSTEAD__N2;140
TypeScript;knucleotide;HALSTEAD__Vocabulary;79
TypeScript;knucleotide;HALSTEAD__Length;340
TypeScript;knucleotide;HALSTEAD__Volume;2143.285454380215
TypeScript;knucleotide;HALSTEAD__Difficulty;38.431372549019606
TypeScript;knucleotide;HALSTEAD__Level;0.026020408163265306
TypeScript;knucleotide;HALSTEAD__Effort;82369.4017761808
TypeScript;knucleotide;HALSTEAD__Programming time;4576.077876454489
TypeScript;knucleotide;HALSTEAD__Bugs;0.6310387372075408
TypeScript;knucleotide;HALSTEAD__Estimated program length;423.89963025815916
TypeScript;knucleotide;HALSTEAD__Purity ratio;1.2467636184063504
TypeScript;knucleotide;MI__Original;56.626822020841715
TypeScript;knucleotide;MI__Sei;28.553813090055428
TypeScript;knucleotide;MI__Visual Studio;33.11510059698346
TypeScript;mandelbrot;SLOC;49
TypeScript;mandelbrot;PLOC;32
TypeScript;mandelbrot;LLOC;36
TypeScript;mandelbrot;CLOC;7
TypeScript;mandelbrot;BLANK;10
TypeScript;mandelbrot;CC;8.0
TypeScript;mandelbrot;NARGS_SUM;0
TypeScript;mandelbrot;NARGS_AVG;0
TypeScript;mandelbrot;COGNITIVE_SUM;14
TypeScript;mandelbrot;COGNITIVE_AVG;14
TypeScript;mandelbrot;NEXITS;0
TypeScript;mandelbrot;NEXITS_AVG;0
TypeScript;mandelbrot;NOM__functions;0
TypeScript;mandelbrot;NOM__closures;0
TypeScript;mandelbrot;NOM__total;0
TypeScript;mandelbrot;HALSTEAD__n1;23
TypeScript;mandelbrot;HALSTEAD__n2;31
TypeScript;mandelbrot;HALSTEAD__N1;118
TypeScript;mandelbrot;HALSTEAD__N2;113
TypeScript;mandelbrot;HALSTEAD__Vocabulary;54
TypeScript;mandelbrot;HALSTEAD__Length;231
TypeScript;mandelbrot;HALSTEAD__Volume;1329.3790129997612
TypeScript;mandelbrot;HALSTEAD__Difficulty;41.91935483870968
TypeScript;mandelbrot;HALSTEAD__Level;0.023855328972681798
TypeScript;mandelbrot;HALSTEAD__Effort;55726.71056107064
TypeScript;mandelbrot;HALSTEAD__Programming time;3095.9283645039245
TypeScript;mandelbrot;HALSTEAD__Bugs;0.48631875375637595
TypeScript;mandelbrot;HALSTEAD__Estimated program length;257.6220106113044
TypeScript;mandelbrot;HALSTEAD__Purity ratio;1.1152467991831359
TypeScript;mandelbrot;MI__Original;68.71168170636773
TypeScript;mandelbrot;MI__Sei;51.8761864722328
TypeScript;mandelbrot;MI__Visual Studio;40.182270003723815
TypeScript;nbody;SLOC;183
TypeScript;nbody;PLOC;148
TypeScript;nbody;LLOC;69
TypeScript;nbody;CLOC;7
TypeScript;nbody;BLANK;28
TypeScript;nbody;CC;20.0
TypeScript;nbody;NARGS_SUM;11
TypeScript;nbody;NARGS_AVG;1.1
TypeScript;nbody;COGNITIVE_SUM;9
TypeScript;nbody;COGNITIVE_AVG;0.9
TypeScript;nbody;NEXITS;7
TypeScript;nbody;NEXITS_AVG;0.7
TypeScript;nbody;NOM__functions;10
TypeScript;nbody;NOM__closures;0
TypeScript;nbody;NOM__total;10
TypeScript;nbody;HALSTEAD__n1;19
TypeScript;nbody;HALSTEAD__n2;70
TypeScript;nbody;HALSTEAD__N1;479
TypeScript;nbody;HALSTEAD__N2;303
TypeScript;nbody;HALSTEAD__Vocabulary;89
TypeScript;nbody;HALSTEAD__Length;782
TypeScript;nbody;HALSTEAD__Volume;5064.023543015723
TypeScript;nbody;HALSTEAD__Difficulty;41.121428571428574
TypeScript;nbody;HALSTEAD__Level;0.02431822129581379
TypeScript;nbody;HALSTEAD__Effort;208239.8824081537
TypeScript;nbody;HALSTEAD__Programming time;11568.882356008538
TypeScript;nbody;HALSTEAD__Bugs;1.171083922000504
TypeScript;nbody;HALSTEAD__Estimated program length;509.76043394157574
TypeScript;nbody;HALSTEAD__Purity ratio;0.6518675625851352
TypeScript;nbody;MI__Original;37.6507579368477
TypeScript;nbody;MI__Sei;-4.42709950213461
TypeScript;nbody;MI__Visual Studio;22.01798709757175
TypeScript;regexredux;SLOC;50
TypeScript;regexredux;PLOC;33
TypeScript;regexredux;LLOC;16
TypeScript;regexredux;CLOC;7
TypeScript;regexredux;BLANK;10
TypeScript;regexredux;CC;8.0
TypeScript;regexredux;NARGS_SUM;4
TypeScript;regexredux;NARGS_AVG;1
TypeScript;regexredux;COGNITIVE_SUM;6
TypeScript;regexredux;COGNITIVE_AVG;1.5
TypeScript;regexredux;NEXITS;0
TypeScript;regexredux;NEXITS_AVG;0
TypeScript;regexredux;NOM__functions;1
TypeScript;regexredux;NOM__closures;3
TypeScript;regexredux;NOM__total;4
TypeScript;regexredux;HALSTEAD__n1;19
TypeScript;regexredux;HALSTEAD__n2;31
TypeScript;regexredux;HALSTEAD__N1;172
TypeScript;regexredux;HALSTEAD__N2;75
TypeScript;regexredux;HALSTEAD__Vocabulary;50
TypeScript;regexredux;HALSTEAD__Length;247
TypeScript;regexredux;HALSTEAD__Volume;1394.032478874357
TypeScript;regexredux;HALSTEAD__Difficulty;22.983870967741936
TypeScript;regexredux;HALSTEAD__Level;0.04350877192982456
TypeScript;regexredux;HALSTEAD__Effort;32040.262619289657
TypeScript;regexredux;HALSTEAD__Programming time;1780.0145899605366
TypeScript;regexredux;HALSTEAD__Bugs;0.33626070824891074
TypeScript;regexredux;HALSTEAD__Estimated program length;234.29070837742125
TypeScript;regexredux;HALSTEAD__Purity ratio;0.9485453780462398
TypeScript;regexredux;MI__Original;68.13745668355399
TypeScript;regexredux;MI__Sei;50.802046889732566
TypeScript;regexredux;MI__Visual Studio;39.8464658968152
TypeScript;revcomp;SLOC;187
TypeScript;revcomp;PLOC;154
TypeScript;revcomp;LLOC;110
TypeScript;revcomp;CLOC;19
TypeScript;revcomp;BLANK;14
TypeScript;revcomp;CC;25.0
TypeScript;revcomp;NARGS_SUM;3
TypeScript;revcomp;NARGS_AVG;0.75
TypeScript;revcomp;COGNITIVE_SUM;40
TypeScript;revcomp;COGNITIVE_AVG;10
TypeScript;revcomp;NEXITS;2
TypeScript;revcomp;NEXITS_AVG;0.5
TypeScript;revcomp;NOM__functions;4
TypeScript;revcomp;NOM__closures;0
TypeScript;revcomp;NOM__total;4
TypeScript;revcomp;HALSTEAD__n1;31
TypeScript;revcomp;HALSTEAD__n2;69
TypeScript;revcomp;HALSTEAD__N1;453
TypeScript;revcomp;HALSTEAD__N2;289
TypeScript;revcomp;HALSTEAD__Vocabulary;100
TypeScript;revcomp;HALSTEAD__Length;742
TypeScript;revcomp;HALSTEAD__Volume;4929.741292812845
TypeScript;revcomp;HALSTEAD__Difficulty;64.92028985507247
TypeScript;revcomp;HALSTEAD__Level;0.015403504855452617
TypeScript;revcomp;HALSTEAD__Effort;320040.23363992956
TypeScript;revcomp;HALSTEAD__Programming time;17780.012979996085
TypeScript;revcomp;HALSTEAD__Bugs;1.5596068397265666
TypeScript;revcomp;HALSTEAD__Estimated program length;575.0682731396869
TypeScript;revcomp;HALSTEAD__Purity ratio;0.7750246268728934
TypeScript;revcomp;MI__Original;36.29022310125957
TypeScript;revcomp;MI__Sei;2.8996639994044955
TypeScript;revcomp;MI__Visual Studio;21.22235269079507
TypeScript;spectralnorm;SLOC;55
TypeScript;spectralnorm;PLOC;41
TypeScript;spectralnorm;LLOC;40
TypeScript;spectralnorm;CLOC;5
TypeScript;spectralnorm;BLANK;9
TypeScript;spectralnorm;CC;13.0
TypeScript;spectralnorm;NARGS_SUM;12
TypeScript;spectralnorm;NARGS_AVG;2.4
TypeScript;spectralnorm;COGNITIVE_SUM;9
TypeScript;spectralnorm;COGNITIVE_AVG;1.8
TypeScript;spectralnorm;NEXITS;2
TypeScript;spectralnorm;NEXITS_AVG;0.4
TypeScript;spectralnorm;NOM__functions;5
TypeScript;spectralnorm;NOM__closures;0
TypeScript;spectralnorm;NOM__total;5
TypeScript;spectralnorm;HALSTEAD__n1;18
TypeScript;spectralnorm;HALSTEAD__n2;26
TypeScript;spectralnorm;HALSTEAD__N1;166
TypeScript;spectralnorm;HALSTEAD__N2;135
TypeScript;spectralnorm;HALSTEAD__Vocabulary;44
TypeScript;spectralnorm;HALSTEAD__Length;301
TypeScript;spectralnorm;HALSTEAD__Volume;1643.2889172098264
TypeScript;spectralnorm;HALSTEAD__Difficulty;46.73076923076923
TypeScript;spectralnorm;HALSTEAD__Level;0.02139917695473251
TypeScript;spectralnorm;HALSTEAD__Effort;76792.15516961305
TypeScript;spectralnorm;HALSTEAD__Programming time;4266.23084275628
TypeScript;spectralnorm;HALSTEAD__Bugs;0.6022220451854204
TypeScript;spectralnorm;HALSTEAD__Estimated program length;197.27008269763002
TypeScript;spectralnorm;HALSTEAD__Purity ratio;0.6553823345436213
TypeScript;spectralnorm;MI__Original;64.58803665956509
TypeScript;spectralnorm;MI__Sei;41.31855991679847
TypeScript;spectralnorm;MI__Visual Studio;37.77078167226029
C++;binarytrees;CC_AVG;1.46
C++;fannkuchredux;CC_AVG;4
C++;fasta;CC_AVG;1.81
C++;knucleotide;CC_AVG;1.9333333333333333
C++;mandelbrot;CC_AVG;4.714285714285714
C++;nbody;CC_AVG;2.888888888888889
C++;regexredux;CC_AVG;3
C++;revcomp;CC_AVG;1.8918918918918919
C++;spectralnorm;CC_AVG;2.4444444444444446
C;binarytrees;CC_AVG;2
C;fannkuchredux;CC_AVG;11
C;fasta;CC_AVG;3.5
C;knucleotide;CC_AVG;4.5
C;mandelbrot;CC_AVG;4.875
C;nbody;CC_AVG;2.54
C;regexredux;CC_AVG;3
C;revcomp;CC_AVG;5.666666666666667
C;spectralnorm;CC_AVG;1.8666666666666667
JavaScript;binarytrees;CC_AVG;2
JavaScript;fannkuchredux;CC_AVG;8
JavaScript;fasta;CC_AVG;1.5909090909090908
JavaScript;knucleotide;CC_AVG;2.1538461538461537
JavaScript;mandelbrot;CC_AVG;4.25
JavaScript;nbody;CC_AVG;1.6363636363636365
JavaScript;regexredux;CC_AVG;4
JavaScript;revcomp;CC_AVG;4.8
JavaScript;spectralnorm;CC_AVG;2.1666666666666665
Python;binarytrees;CC_AVG;2.6666666666666665
Python;fannkuchredux;CC_AVG;6.6
Python;fasta;CC_AVG;3
Python;knucleotide;CC_AVG;4.916666666666667
Python;mandelbrot;CC_AVG;3.6666666666666665
Python;nbody;CC_AVG;2.5
Python;regexredux;CC_AVG;1.75
Python;revcomp;CC_AVG;5
Python;spectralnorm;CC_AVG;1.875
Rust;binarytrees;CC_AVG;1.5
Rust;fannkuchredux;CC_AVG;3.142857142857143
Rust;fasta;CC_AVG;2
Rust;knucleotide;CC_AVG;2.107142857142857
Rust;mandelbrot;CC_AVG;1.4736842105263157
Rust;nbody;CC_AVG;0.3157894736842105
Rust;regexredux;CC_AVG;2.5
Rust;revcomp;CC_AVG;3.4615384615384617
Rust;spectralnorm;CC_AVG;1.1538461538461537
TypeScript;binarytrees;CC_AVG;1.8
TypeScript;fannkuchredux;CC_AVG;7
TypeScript;fasta;CC_AVG;2.875
TypeScript;knucleotide;CC_AVG;1.54
TypeScript;mandelbrot;CC_AVG;8
TypeScript;nbody;CC_AVG;1.5384615384615385
TypeScript;regexredux;CC_AVG;1.6
TypeScript;revcomp;CC_AVG;4.166666666666667
TypeScript;spectralnorm;CC_AVG;2.1666666666666665
